head_x,head_y,head_z,JAB,JAC,ABC,BCE,JAD,KDE,NIH,MGF,HIC,FGC,label
17.57 ,-710.62 ,1034.65 ,83.42 ,83.44 ,179.78 ,83.92 ,83.92 ,85.14 ,122.74 ,51.08 ,75.84 ,87.90 ,stand
-129.95 ,-725.83 ,1010.38 ,84.82 ,84.74 ,178.80 ,84.06 ,84.06 ,85.92 ,117.90 ,49.87 ,80.60 ,84.88 ,stand
-240.21 ,-658.14 ,887.73 ,89.34 ,89.38 ,177.08 ,89.29 ,89.29 ,83.81 ,121.26 ,50.02 ,78.17 ,87.67 ,stand
-391.20 ,-562.43 ,749.80 ,82.24 ,83.37 ,173.46 ,82.41 ,82.41 ,81.37 ,129.50 ,52.10 ,76.67 ,88.14 ,stand
-330.19 ,-688.73 ,923.10 ,82.87 ,83.43 ,177.95 ,84.90 ,84.90 ,87.46 ,128.30 ,50.18 ,77.33 ,84.57 ,stand
-146.19 ,-664.66 ,949.61 ,84.94 ,85.68 ,176.05 ,85.51 ,85.51 ,80.94 ,117.89 ,52.97 ,79.12 ,81.15 ,stand
53.28 ,-710.35 ,1028.51 ,81.45 ,81.67 ,177.41 ,81.59 ,81.59 ,81.57 ,126.50 ,52.42 ,78.44 ,80.94 ,stand
-135.07 ,-730.40 ,1016.95 ,87.04 ,86.89 ,178.37 ,86.49 ,86.49 ,84.43 ,117.32 ,49.61 ,82.14 ,89.99 ,stand
-187.86 ,-613.13 ,825.67 ,85.27 ,84.89 ,175.97 ,84.14 ,84.14 ,87.28 ,123.43 ,49.27 ,81.77 ,84.82 ,stand
-355.72 ,-679.37 ,900.65 ,84.54 ,84.81 ,175.63 ,84.33 ,84.33 ,81.01 ,127.97 ,49.02 ,78.35 ,89.91 ,stand
-146.94 ,-753.03 ,1061.11 ,82.49 ,83.09 ,177.37 ,83.62 ,83.62 ,82.05 ,129.09 ,49.74 ,75.59 ,87.45 ,stand
-57.88 ,-623.37 ,862.56 ,88.89 ,89.03 ,179.31 ,89.28 ,89.28 ,87.24 ,121.64 ,50.57 ,76.80 ,86.19 ,stand
158.59 ,-538.84 ,795.85 ,83.92 ,84.45 ,174.48 ,84.37 ,84.37 ,80.85 ,125.06 ,48.75 ,75.50 ,86.66 ,stand
-110.57 ,-521.16 ,693.45 ,87.79 ,87.69 ,176.01 ,87.45 ,87.45 ,80.96 ,118.39 ,47.28 ,80.49 ,86.35 ,stand
-171.51 ,-747.92 ,1041.27 ,82.72 ,82.46 ,178.77 ,82.84 ,82.84 ,78.57 ,121.00 ,47.84 ,81.24 ,89.56 ,stand
-267.89 ,-746.34 ,983.59 ,86.73 ,86.47 ,177.98 ,87.12 ,87.12 ,79.31 ,120.40 ,48.75 ,81.68 ,85.54 ,stand
-29.24 ,-708.55 ,998.15 ,81.30 ,81.59 ,178.35 ,80.30 ,80.30 ,82.92 ,117.15 ,49.97 ,75.35 ,84.02 ,stand
-27.80 ,-569.54 ,798.44 ,88.86 ,88.91 ,177.15 ,90.02 ,90.02 ,85.69 ,123.54 ,51.92 ,74.41 ,85.65 ,stand
34.58 ,-490.57 ,707.65 ,83.67 ,83.70 ,177.22 ,84.02 ,84.02 ,80.07 ,116.79 ,49.26 ,74.18 ,85.42 ,stand
-212.41 ,-686.33 ,925.63 ,79.98 ,79.77 ,178.83 ,78.23 ,78.23 ,87.33 ,121.55 ,47.17 ,82.51 ,82.92 ,stand
-517.91 ,-713.59 ,883.71 ,86.70 ,86.36 ,178.26 ,86.82 ,86.82 ,85.49 ,128.68 ,52.19 ,76.86 ,83.56 ,stand
-185.56 ,-708.71 ,958.41 ,78.13 ,78.94 ,174.55 ,80.62 ,80.62 ,81.59 ,126.59 ,48.92 ,75.17 ,82.98 ,stand
-32.90 ,-588.13 ,827.86 ,87.11 ,86.88 ,177.95 ,85.76 ,85.76 ,86.57 ,127.05 ,50.26 ,78.41 ,86.45 ,stand
107.45 ,-505.21 ,748.66 ,84.89 ,84.80 ,177.32 ,85.45 ,85.45 ,85.06 ,124.89 ,48.92 ,81.74 ,85.78 ,stand
-81.69 ,-477.51 ,638.10 ,88.51 ,88.65 ,175.32 ,88.13 ,88.13 ,85.00 ,129.49 ,50.67 ,80.49 ,86.64 ,stand
-287.25 ,-675.89 ,894.83 ,83.33 ,83.40 ,178.14 ,83.31 ,83.31 ,83.32 ,127.81 ,52.58 ,73.36 ,82.33 ,stand
-236.75 ,-728.09 ,990.74 ,83.96 ,84.07 ,178.69 ,85.36 ,85.36 ,86.81 ,116.52 ,47.96 ,78.13 ,85.12 ,stand
-62.09 ,-588.43 ,835.12 ,89.12 ,89.96 ,174.50 ,89.45 ,89.45 ,84.69 ,118.84 ,51.63 ,80.95 ,88.25 ,stand
93.19 ,-459.92 ,667.87 ,84.74 ,84.72 ,173.58 ,84.82 ,84.82 ,82.22 ,125.43 ,47.74 ,81.11 ,87.08 ,stand
-159.31 ,-463.42 ,605.61 ,88.64 ,88.73 ,176.87 ,88.16 ,88.16 ,78.91 ,127.56 ,49.03 ,78.19 ,85.82 ,stand
-181.96 ,-676.97 ,934.80 ,83.09 ,83.23 ,178.56 ,82.65 ,82.65 ,87.33 ,117.89 ,48.46 ,77.86 ,82.90 ,stand
-271.52 ,-726.48 ,990.40 ,85.39 ,85.42 ,179.60 ,85.67 ,85.67 ,87.24 ,129.13 ,48.49 ,76.88 ,86.65 ,stand
-21.92 ,-566.43 ,811.49 ,87.79 ,87.72 ,179.43 ,87.60 ,87.60 ,79.70 ,117.97 ,48.30 ,82.63 ,80.37 ,stand
65.79 ,-430.57 ,596.38 ,81.89 ,81.99 ,177.49 ,82.27 ,82.27 ,78.37 ,115.82 ,52.02 ,80.99 ,80.10 ,stand
-170.52 ,-603.44 ,854.49 ,87.36 ,86.96 ,175.92 ,87.54 ,87.54 ,85.35 ,124.32 ,48.65 ,76.37 ,83.26 ,stand
-409.36 ,-741.44 ,968.67 ,88.60 ,88.64 ,179.40 ,88.34 ,88.34 ,83.72 ,121.36 ,51.48 ,75.55 ,85.41 ,stand
-100.35 ,-716.58 ,944.11 ,82.12 ,82.51 ,175.96 ,83.37 ,83.37 ,80.46 ,116.92 ,47.28 ,75.09 ,81.85 ,stand
-114.70 ,-712.19 ,931.14 ,81.92 ,82.52 ,174.54 ,84.36 ,84.36 ,78.69 ,124.49 ,52.80 ,81.25 ,86.21 ,stand
-86.03 ,-656.01 ,863.15 ,80.47 ,81.30 ,171.70 ,81.39 ,81.39 ,85.24 ,126.10 ,49.41 ,78.76 ,80.25 ,stand
62.54 ,-559.93 ,780.71 ,88.56 ,87.74 ,176.76 ,85.35 ,85.35 ,85.27 ,117.10 ,49.09 ,82.58 ,81.26 ,stand
215.53 ,-647.67 ,907.19 ,76.87 ,76.79 ,179.20 ,77.23 ,77.23 ,79.99 ,123.83 ,47.50 ,74.34 ,85.38 ,stand
-100.07 ,-662.38 ,847.50 ,86.71 ,86.50 ,175.60 ,86.30 ,86.30 ,81.07 ,124.97 ,47.21 ,79.30 ,87.75 ,stand
-296.95 ,-574.34 ,679.66 ,87.29 ,86.74 ,176.91 ,88.92 ,88.92 ,80.48 ,127.74 ,51.69 ,78.49 ,81.23 ,stand
-86.28 ,-639.12 ,852.53 ,79.30 ,80.23 ,171.75 ,81.25 ,81.25 ,83.57 ,119.52 ,51.34 ,80.81 ,82.43 ,stand
33.01 ,-556.72 ,779.77 ,84.56 ,84.49 ,179.33 ,82.53 ,82.53 ,80.87 ,128.17 ,50.62 ,79.12 ,87.30 ,stand
99.34 ,-571.62 ,801.99 ,84.54 ,84.52 ,178.63 ,85.15 ,85.15 ,79.02 ,127.36 ,51.98 ,78.80 ,86.24 ,stand
224.67 ,-606.41 ,880.83 ,79.30 ,79.08 ,173.60 ,79.70 ,79.70 ,87.20 ,123.73 ,51.23 ,78.69 ,88.16 ,stand
97.34 ,-638.38 ,849.55 ,85.51 ,85.02 ,174.90 ,85.58 ,85.58 ,85.91 ,129.49 ,48.29 ,77.67 ,87.54 ,stand
-90.30 ,-679.54 ,914.12 ,82.24 ,82.68 ,174.80 ,82.67 ,82.67 ,85.21 ,120.57 ,47.26 ,80.04 ,82.14 ,stand
160.83 ,-655.08 ,960.77 ,78.47 ,78.38 ,172.17 ,78.79 ,78.79 ,87.43 ,126.71 ,47.76 ,77.18 ,84.53 ,stand
182.45 ,-646.28 ,939.23 ,79.40 ,79.76 ,173.61 ,79.85 ,79.85 ,84.68 ,121.93 ,50.70 ,78.66 ,89.65 ,stand
34.17 ,-610.58 ,884.16 ,89.37 ,88.91 ,171.52 ,89.46 ,89.46 ,79.13 ,127.11 ,52.87 ,80.57 ,88.21 ,stand
37.59 ,-546.23 ,726.12 ,76.73 ,76.65 ,178.62 ,76.61 ,76.61 ,80.48 ,117.01 ,52.99 ,79.53 ,80.88 ,stand
-263.19 ,-622.71 ,790.13 ,84.84 ,85.24 ,177.82 ,86.03 ,86.03 ,84.04 ,116.58 ,51.68 ,74.71 ,79.95 ,stand
-294.10 ,-633.17 ,775.95 ,86.31 ,86.64 ,178.11 ,87.73 ,87.73 ,87.29 ,117.51 ,48.07 ,77.30 ,89.59 ,stand
33.45 ,-643.66 ,889.81 ,79.52 ,80.20 ,174.36 ,80.65 ,80.65 ,86.30 ,125.76 ,49.57 ,75.31 ,82.40 ,stand
128.38 ,-653.06 ,933.15 ,81.57 ,81.57 ,178.02 ,82.88 ,82.88 ,86.62 ,126.96 ,50.43 ,78.55 ,84.53 ,stand
249.36 ,-581.93 ,855.99 ,79.94 ,79.97 ,175.15 ,80.11 ,80.11 ,86.98 ,128.97 ,49.93 ,82.50 ,82.25 ,stand
27.30 ,-699.65 ,948.24 ,85.69 ,85.62 ,179.44 ,85.95 ,85.95 ,83.96 ,117.64 ,51.26 ,75.67 ,84.11 ,stand
-246.36 ,-584.99 ,730.99 ,81.25 ,81.71 ,176.79 ,83.82 ,83.82 ,80.33 ,116.00 ,52.10 ,79.71 ,89.30 ,stand
-46.35 ,-571.52 ,754.27 ,78.60 ,79.21 ,175.05 ,78.43 ,78.43 ,85.86 ,129.42 ,50.06 ,79.37 ,86.67 ,stand
136.14 ,-629.13 ,893.89 ,77.07 ,76.95 ,176.12 ,77.47 ,77.47 ,79.79 ,117.56 ,50.42 ,79.49 ,81.76 ,stand
89.24 ,-729.17 ,1029.03 ,80.49 ,80.08 ,176.26 ,80.30 ,80.30 ,79.28 ,126.70 ,52.84 ,81.53 ,81.17 ,stand
-55.55 ,-593.96 ,788.42 ,81.56 ,80.50 ,174.50 ,80.92 ,80.92 ,82.17 ,121.63 ,52.89 ,77.35 ,89.53 ,stand
-321.81 ,-579.22 ,675.46 ,87.24 ,88.63 ,173.69 ,88.40 ,88.40 ,86.19 ,122.24 ,48.24 ,82.16 ,84.32 ,stand
22.04 ,-624.85 ,855.76 ,83.34 ,83.17 ,176.57 ,83.12 ,83.12 ,81.28 ,127.23 ,49.20 ,81.92 ,80.57 ,stand
154.13 ,-552.94 ,786.15 ,82.43 ,82.51 ,177.65 ,82.55 ,82.55 ,80.89 ,118.98 ,52.67 ,77.30 ,86.43 ,stand
188.51 ,-699.64 ,991.11 ,83.91 ,82.35 ,171.51 ,81.25 ,81.25 ,84.72 ,119.76 ,47.15 ,80.92 ,87.30 ,stand
67.30 ,-662.76 ,933.06 ,84.64 ,84.65 ,176.13 ,84.57 ,84.57 ,86.70 ,119.08 ,50.05 ,81.73 ,82.02 ,stand
-269.57 ,-608.97 ,745.90 ,86.38 ,86.37 ,179.93 ,86.48 ,86.48 ,78.49 ,115.70 ,51.82 ,79.77 ,89.88 ,stand
-178.58 ,-607.23 ,782.70 ,78.78 ,80.06 ,174.25 ,82.55 ,82.55 ,85.49 ,116.72 ,49.91 ,76.43 ,82.63 ,stand
-45.43 ,-486.58 ,619.43 ,90.69 ,87.61 ,172.27 ,85.65 ,85.65 ,78.18 ,117.68 ,47.62 ,80.92 ,84.08 ,stand
54.74 ,-605.47 ,846.88 ,92.29 ,91.94 ,179.11 ,87.03 ,87.03 ,80.29 ,126.47 ,52.49 ,78.93 ,80.03 ,stand
238.49 ,-676.32 ,994.59 ,78.74 ,78.75 ,179.70 ,78.86 ,78.86 ,86.48 ,122.99 ,49.04 ,82.13 ,82.86 ,stand
72.90 ,-731.06 ,1020.43 ,87.41 ,85.11 ,171.25 ,83.81 ,83.81 ,81.27 ,129.46 ,48.05 ,80.84 ,81.18 ,stand
46.78 ,-626.48 ,887.46 ,80.82 ,79.57 ,171.79 ,78.36 ,78.36 ,78.90 ,127.79 ,52.63 ,73.93 ,88.31 ,stand
-261.60 ,-603.13 ,727.70 ,86.06 ,86.46 ,175.14 ,85.99 ,85.99 ,80.59 ,125.37 ,50.78 ,77.99 ,88.93 ,stand
-260.93 ,-578.94 ,716.95 ,85.02 ,85.62 ,172.46 ,85.71 ,85.71 ,85.32 ,122.93 ,52.32 ,80.62 ,83.10 ,stand
-303.25 ,-545.59 ,635.46 ,80.42 ,81.38 ,173.87 ,83.43 ,83.43 ,81.62 ,116.02 ,51.87 ,80.74 ,85.12 ,stand
-329.35 ,-532.34 ,625.85 ,81.44 ,82.00 ,176.53 ,85.64 ,85.64 ,86.59 ,121.17 ,49.34 ,77.11 ,81.50 ,stand
-98.47 ,-527.04 ,704.26 ,81.93 ,83.59 ,176.11 ,82.66 ,82.66 ,87.44 ,127.86 ,52.42 ,77.58 ,82.49 ,stand
80.70 ,-587.63 ,792.55 ,88.85 ,88.12 ,169.08 ,87.94 ,87.94 ,84.53 ,127.00 ,50.62 ,74.28 ,87.64 ,stand
167.29 ,-651.58 ,949.73 ,79.87 ,79.41 ,173.95 ,79.51 ,79.51 ,81.09 ,129.33 ,47.22 ,74.70 ,85.93 ,stand
53.00 ,-709.04 ,1007.77 ,87.20 ,86.78 ,171.65 ,85.40 ,85.40 ,80.47 ,125.27 ,48.11 ,75.11 ,85.31 ,stand
42.29 ,-693.50 ,966.04 ,85.48 ,84.25 ,172.21 ,83.84 ,83.84 ,87.75 ,127.53 ,50.71 ,79.74 ,84.32 ,stand
-22.05 ,-599.98 ,770.95 ,82.17 ,81.86 ,173.37 ,81.04 ,81.04 ,79.57 ,117.84 ,50.15 ,74.11 ,80.56 ,stand
-154.38 ,-555.92 ,710.42 ,85.22 ,84.79 ,177.00 ,83.45 ,83.45 ,84.57 ,117.95 ,51.03 ,76.17 ,80.91 ,stand
-39.69 ,-437.57 ,548.16 ,89.01 ,88.82 ,178.44 ,86.35 ,86.35 ,82.67 ,126.49 ,47.59 ,77.45 ,83.90 ,stand
63.38 ,-555.61 ,742.48 ,85.41 ,85.25 ,178.05 ,84.61 ,84.61 ,81.77 ,130.19 ,47.85 ,74.14 ,83.20 ,stand
154.27 ,-554.95 ,812.84 ,82.16 ,82.22 ,178.45 ,82.98 ,82.98 ,86.91 ,115.85 ,47.91 ,79.10 ,88.08 ,stand
79.17 ,-665.03 ,947.34 ,84.26 ,83.37 ,174.13 ,81.89 ,81.89 ,86.71 ,119.79 ,48.22 ,80.55 ,87.44 ,stand
-131.74 ,-567.06 ,697.73 ,85.52 ,85.05 ,176.90 ,84.86 ,84.86 ,78.86 ,123.55 ,50.22 ,79.83 ,80.80 ,stand
-400.47 ,-566.83 ,650.27 ,84.35 ,85.80 ,172.64 ,87.00 ,87.00 ,78.89 ,122.90 ,50.95 ,82.45 ,82.43 ,stand
-197.56 ,-595.29 ,750.92 ,84.33 ,84.51 ,178.78 ,86.23 ,86.23 ,79.54 ,127.93 ,49.30 ,76.12 ,85.26 ,stand
61.21 ,-541.78 ,733.00 ,89.92 ,90.23 ,178.97 ,90.21 ,90.21 ,83.32 ,128.54 ,49.22 ,74.72 ,87.73 ,stand
291.17 ,-676.55 ,962.39 ,74.30 ,74.37 ,178.51 ,75.17 ,75.17 ,84.25 ,115.90 ,48.32 ,76.69 ,86.11 ,stand
98.99 ,-684.24 ,960.10 ,87.06 ,86.97 ,178.80 ,85.98 ,85.98 ,82.53 ,126.73 ,52.59 ,76.51 ,84.45 ,stand
-102.25 ,-567.15 ,718.80 ,83.62 ,84.40 ,177.71 ,83.63 ,83.63 ,81.86 ,123.05 ,48.01 ,73.43 ,80.39 ,stand
-395.58 ,-584.68 ,654.05 ,89.66 ,89.54 ,179.43 ,90.95 ,90.95 ,84.49 ,123.59 ,50.89 ,80.28 ,84.68 ,stand
-158.77 ,-554.08 ,707.25 ,86.24 ,86.00 ,178.27 ,85.45 ,85.45 ,78.13 ,121.48 ,52.61 ,76.66 ,84.64 ,stand
35.53 ,-412.46 ,544.51 ,85.75 ,86.71 ,177.86 ,81.39 ,81.39 ,81.75 ,127.40 ,50.56 ,74.59 ,80.34 ,stand
172.80 ,-610.27 ,869.79 ,79.25 ,78.50 ,170.16 ,77.46 ,77.46 ,79.61 ,124.16 ,49.64 ,74.95 ,81.16 ,stand
46.76 ,-738.65 ,1037.69 ,88.74 ,88.70 ,171.17 ,85.48 ,85.48 ,84.28 ,128.71 ,50.38 ,75.59 ,81.63 ,stand
125.56 ,-648.10 ,923.77 ,76.29 ,76.02 ,174.66 ,77.89 ,77.89 ,84.94 ,126.36 ,47.63 ,82.45 ,80.10 ,stand
-131.76 ,-625.88 ,827.85 ,87.78 ,87.35 ,174.67 ,86.88 ,86.88 ,82.51 ,121.97 ,51.71 ,74.72 ,85.36 ,stand
-143.51 ,-557.25 ,698.79 ,79.68 ,79.55 ,177.17 ,79.52 ,79.52 ,84.99 ,129.01 ,51.95 ,78.40 ,80.76 ,stand
-270.18 ,-457.20 ,512.12 ,87.09 ,85.77 ,173.76 ,85.09 ,85.09 ,87.31 ,121.73 ,50.29 ,76.24 ,86.85 ,stand
-9.98 ,-541.90 ,724.29 ,88.78 ,88.52 ,179.21 ,87.67 ,87.67 ,83.82 ,127.54 ,50.15 ,78.31 ,87.88 ,stand
169.49 ,-556.63 ,798.55 ,76.36 ,79.51 ,172.38 ,79.85 ,79.85 ,86.43 ,118.24 ,48.30 ,80.31 ,88.28 ,stand
34.38 ,-805.28 ,1114.34 ,85.08 ,85.31 ,178.67 ,85.90 ,85.90 ,86.55 ,118.86 ,52.30 ,80.94 ,81.09 ,stand
175.14 ,-641.48 ,913.91 ,75.49 ,75.43 ,178.63 ,75.42 ,75.42 ,78.66 ,116.37 ,48.87 ,80.01 ,89.14 ,stand
-62.49 ,-627.17 ,825.78 ,80.90 ,82.02 ,174.09 ,82.66 ,82.66 ,81.67 ,124.02 ,48.11 ,75.92 ,80.88 ,stand
-146.61 ,-555.20 ,700.90 ,83.16 ,83.61 ,177.12 ,84.22 ,84.22 ,82.86 ,126.78 ,49.29 ,74.99 ,88.89 ,stand
-191.08 ,-530.35 ,624.08 ,85.59 ,85.90 ,178.29 ,85.75 ,85.75 ,85.85 ,128.80 ,47.58 ,81.78 ,88.57 ,stand
-291.61 ,-555.55 ,647.39 ,86.03 ,86.18 ,171.99 ,85.38 ,85.38 ,82.52 ,121.29 ,50.04 ,78.61 ,89.51 ,stand
-284.36 ,-634.20 ,753.64 ,84.64 ,84.81 ,178.76 ,88.46 ,88.46 ,86.11 ,119.39 ,52.83 ,74.01 ,87.72 ,stand
-86.91 ,-523.04 ,685.52 ,91.80 ,91.65 ,179.09 ,89.36 ,89.36 ,78.99 ,128.85 ,49.41 ,77.23 ,87.44 ,stand
52.36 ,-546.76 ,736.81 ,89.53 ,86.42 ,164.78 ,86.73 ,86.73 ,80.17 ,117.61 ,47.34 ,78.28 ,88.18 ,stand
133.88 ,-599.25 ,851.27 ,89.92 ,86.92 ,162.97 ,86.50 ,86.50 ,80.23 ,121.82 ,52.86 ,81.46 ,82.59 ,stand
145.08 ,-575.48 ,824.16 ,86.44 ,86.43 ,177.47 ,86.89 ,86.89 ,83.15 ,127.05 ,48.91 ,78.82 ,88.52 ,stand
224.22 ,-670.11 ,963.62 ,79.10 ,79.17 ,179.38 ,79.56 ,79.56 ,83.97 ,127.17 ,51.41 ,77.56 ,89.31 ,stand
114.64 ,-712.98 ,1000.44 ,84.46 ,83.83 ,174.79 ,83.74 ,83.74 ,83.32 ,116.16 ,50.12 ,78.86 ,86.38 ,stand
98.21 ,-545.06 ,772.09 ,77.54 ,76.33 ,174.02 ,76.20 ,76.20 ,79.12 ,121.52 ,48.34 ,76.17 ,81.63 ,stand
-211.57 ,-604.47 ,730.17 ,88.03 ,88.00 ,179.75 ,88.45 ,88.45 ,83.57 ,116.61 ,48.36 ,80.56 ,80.33 ,stand
-261.90 ,-567.19 ,716.32 ,83.99 ,84.21 ,173.99 ,84.64 ,84.64 ,87.79 ,130.24 ,50.37 ,82.45 ,88.53 ,stand
-212.92 ,-583.24 ,724.25 ,83.91 ,84.03 ,175.86 ,82.94 ,82.94 ,86.34 ,129.78 ,49.24 ,75.23 ,83.85 ,stand
-114.75 ,-584.75 ,771.88 ,76.92 ,77.59 ,173.41 ,79.34 ,79.34 ,80.59 ,116.56 ,49.25 ,80.46 ,81.48 ,stand
-330.27 ,-540.91 ,613.47 ,82.73 ,83.48 ,175.97 ,84.70 ,84.70 ,79.28 ,116.06 ,49.87 ,73.68 ,87.13 ,stand
-185.78 ,-563.03 ,727.03 ,84.04 ,84.08 ,179.70 ,83.45 ,83.45 ,84.40 ,127.39 ,52.15 ,79.28 ,85.48 ,stand
54.38 ,-527.10 ,712.06 ,94.54 ,93.05 ,176.01 ,89.59 ,89.59 ,85.79 ,127.74 ,50.04 ,78.19 ,83.18 ,stand
199.08 ,-653.31 ,948.00 ,75.98 ,76.02 ,179.14 ,76.89 ,76.89 ,80.90 ,118.92 ,52.95 ,74.03 ,84.67 ,stand
51.63 ,-733.35 ,1037.39 ,87.04 ,86.61 ,175.34 ,85.93 ,85.93 ,80.13 ,122.78 ,50.89 ,73.50 ,87.27 ,stand
202.51 ,-683.49 ,957.39 ,79.79 ,78.52 ,172.14 ,78.34 ,78.34 ,78.82 ,123.46 ,50.50 ,78.68 ,87.73 ,stand
139.91 ,-703.60 ,1013.34 ,84.27 ,83.86 ,174.64 ,82.12 ,82.12 ,80.66 ,125.14 ,49.26 ,81.92 ,86.09 ,stand
86.27 ,-560.91 ,772.23 ,79.03 ,78.54 ,171.53 ,78.70 ,78.70 ,82.30 ,124.96 ,50.20 ,76.85 ,80.35 ,stand
-175.35 ,-607.80 ,774.63 ,85.98 ,86.26 ,173.99 ,86.18 ,86.18 ,81.59 ,130.22 ,52.25 ,81.61 ,89.91 ,stand
-181.41 ,-502.53 ,629.24 ,79.67 ,80.18 ,171.93 ,81.20 ,81.20 ,86.93 ,125.95 ,52.63 ,77.63 ,84.83 ,stand
-385.32 ,-517.96 ,572.64 ,87.47 ,87.25 ,179.12 ,87.23 ,87.23 ,86.53 ,125.79 ,49.73 ,76.21 ,83.10 ,stand
-193.54 ,-591.50 ,724.45 ,95.56 ,92.19 ,171.03 ,90.31 ,90.31 ,79.56 ,126.34 ,49.76 ,75.86 ,84.40 ,stand
43.44 ,-488.84 ,657.94 ,88.47 ,87.91 ,178.72 ,84.37 ,84.37 ,78.30 ,128.52 ,47.65 ,76.05 ,82.48 ,stand
159.60 ,-669.46 ,968.35 ,83.16 ,83.28 ,172.97 ,82.82 ,82.82 ,81.42 ,118.79 ,51.13 ,76.60 ,85.53 ,stand
87.93 ,-754.26 ,1071.57 ,87.60 ,87.55 ,177.44 ,86.90 ,86.90 ,80.56 ,121.26 ,50.00 ,81.46 ,82.24 ,stand
257.32 ,-591.97 ,882.80 ,80.63 ,79.88 ,174.68 ,79.05 ,79.05 ,83.36 ,125.77 ,48.43 ,75.69 ,85.36 ,stand
4.77 ,-626.48 ,851.84 ,85.10 ,85.83 ,177.84 ,86.29 ,86.29 ,87.18 ,128.31 ,49.81 ,78.44 ,84.07 ,stand
-54.50 ,-481.21 ,609.22 ,77.71 ,78.11 ,176.93 ,79.39 ,79.39 ,82.68 ,116.04 ,51.20 ,79.38 ,88.28 ,stand
-339.79 ,-509.08 ,515.29 ,84.64 ,84.92 ,176.85 ,83.96 ,83.96 ,81.10 ,120.32 ,52.78 ,81.76 ,86.97 ,stand
-312.73 ,-585.44 ,695.96 ,79.36 ,81.03 ,171.83 ,83.76 ,83.76 ,80.75 ,121.60 ,52.22 ,76.18 ,86.83 ,stand
-193.79 ,-503.87 ,643.82 ,96.13 ,94.72 ,175.65 ,92.36 ,92.36 ,79.17 ,124.81 ,49.31 ,80.92 ,87.03 ,stand
28.83 ,-490.30 ,694.65 ,77.46 ,78.93 ,176.18 ,77.63 ,77.63 ,80.13 ,123.98 ,51.69 ,74.43 ,87.89 ,stand
222.69 ,-520.23 ,768.93 ,83.40 ,83.97 ,178.19 ,79.00 ,79.00 ,83.78 ,123.61 ,49.92 ,79.57 ,88.73 ,stand
238.09 ,-623.16 ,912.09 ,79.20 ,79.03 ,172.03 ,78.93 ,78.93 ,83.33 ,128.49 ,52.43 ,78.63 ,87.42 ,stand
142.87 ,-679.33 ,981.15 ,82.95 ,82.29 ,172.17 ,81.78 ,81.78 ,87.68 ,121.49 ,52.06 ,78.56 ,86.05 ,stand
76.68 ,-660.77 ,967.79 ,83.80 ,83.48 ,176.49 ,81.81 ,81.81 ,82.22 ,120.92 ,50.50 ,79.42 ,85.19 ,stand
94.06 ,-515.19 ,708.87 ,79.80 ,78.94 ,174.84 ,80.63 ,80.63 ,83.10 ,126.04 ,49.26 ,73.88 ,86.42 ,stand
-185.78 ,-678.77 ,885.49 ,86.00 ,85.97 ,179.63 ,85.26 ,85.26 ,86.20 ,122.28 ,52.41 ,75.07 ,81.04 ,stand
82.40 ,-665.39 ,956.96 ,80.52 ,80.57 ,179.68 ,79.50 ,79.50 ,87.83 ,121.63 ,50.12 ,76.46 ,80.98 ,stand
-148.79 ,-696.91 ,783.43 ,92.89 ,92.85 ,179.41 ,92.32 ,92.32 ,87.27 ,122.76 ,51.97 ,81.88 ,88.38 ,stand
-155.04 ,-710.91 ,791.49 ,91.11 ,91.14 ,178.74 ,91.74 ,91.74 ,86.33 ,123.28 ,51.14 ,75.53 ,89.14 ,stand
131.36 ,-619.37 ,748.92 ,82.54 ,81.49 ,173.30 ,79.00 ,79.00 ,78.52 ,126.34 ,48.61 ,79.55 ,81.38 ,stand
135.76 ,-640.75 ,770.31 ,82.11 ,81.40 ,174.73 ,77.32 ,77.32 ,80.40 ,120.20 ,50.46 ,78.93 ,82.36 ,stand
-214.43 ,-652.01 ,699.29 ,92.57 ,93.07 ,173.42 ,91.75 ,91.75 ,84.32 ,129.68 ,47.02 ,79.23 ,89.45 ,stand
-81.42 ,-666.95 ,765.28 ,81.12 ,83.17 ,171.77 ,81.53 ,81.53 ,81.10 ,122.66 ,47.16 ,77.34 ,85.30 ,stand
35.50 ,-683.13 ,838.99 ,75.44 ,76.11 ,172.65 ,74.60 ,74.60 ,87.70 ,130.25 ,50.70 ,81.81 ,83.00 ,stand
-240.37 ,-663.09 ,721.04 ,87.82 ,87.97 ,174.56 ,86.87 ,86.87 ,84.12 ,129.07 ,50.57 ,80.37 ,82.41 ,stand
-139.16 ,-761.84 ,864.84 ,76.59 ,76.88 ,178.84 ,78.96 ,78.96 ,80.26 ,125.93 ,52.24 ,77.14 ,84.73 ,stand
-153.95 ,-758.77 ,884.35 ,76.38 ,77.62 ,173.25 ,77.83 ,77.83 ,85.32 ,125.95 ,50.42 ,73.60 ,81.99 ,stand
-230.21 ,-733.93 ,816.08 ,86.17 ,86.66 ,177.25 ,86.25 ,86.25 ,87.75 ,127.24 ,52.72 ,74.12 ,87.50 ,stand
-54.89 ,-674.70 ,787.41 ,82.31 ,83.41 ,171.83 ,81.13 ,81.13 ,79.93 ,118.22 ,47.25 ,77.30 ,84.48 ,stand
