head_x,head_y,head_z,JAB,JAC,ABC,BCE,JAD,KDE,NIH,MGF,HIC,FGC,label
53.33 ,-43.14 ,698.37 ,68.92 ,66.61 ,172.82 ,66.99 ,66.99 ,60.68 ,127.28 ,57.12 ,86.96 ,93.62 ,forward
51.19 ,-47.87 ,703.44 ,69.31 ,66.38 ,171.41 ,66.99 ,66.99 ,60.95 ,124.93 ,55.65 ,87.22 ,93.50 ,forward
54.29 ,-41.67 ,699.73 ,68.80 ,66.02 ,172.12 ,65.90 ,65.90 ,55.88 ,123.45 ,53.87 ,85.39 ,92.29 ,forward
54.72 ,-39.23 ,698.71 ,68.38 ,65.63 ,172.19 ,65.69 ,65.69 ,59.81 ,114.30 ,55.36 ,84.85 ,94.29 ,forward
52.67 ,-43.46 ,701.96 ,68.46 ,65.70 ,172.21 ,66.10 ,66.10 ,55.65 ,118.57 ,51.93 ,83.77 ,93.27 ,forward
52.59 ,-40.14 ,701.30 ,68.50 ,65.77 ,172.35 ,65.87 ,65.87 ,57.68 ,120.56 ,56.85 ,82.21 ,87.90 ,forward
49.64 ,-41.92 ,705.09 ,68.05 ,65.34 ,172.38 ,65.82 ,65.82 ,61.50 ,117.13 ,56.94 ,86.70 ,87.14 ,forward
54.99 ,-39.51 ,701.74 ,73.87 ,67.26 ,164.74 ,65.85 ,65.85 ,55.51 ,114.04 ,52.69 ,88.80 ,86.51 ,forward
54.65 ,-38.73 ,704.31 ,72.83 ,67.23 ,166.57 ,65.51 ,65.51 ,59.86 ,120.80 ,56.93 ,88.83 ,95.47 ,forward
56.47 ,-39.62 ,705.16 ,72.77 ,67.88 ,168.01 ,66.55 ,66.55 ,57.86 ,127.08 ,56.75 ,80.98 ,93.52 ,forward
53.43 ,-45.14 ,711.31 ,70.51 ,66.00 ,168.53 ,65.43 ,65.43 ,60.63 ,116.43 ,55.16 ,88.61 ,88.53 ,forward
54.67 ,-40.73 ,703.20 ,70.06 ,66.33 ,170.18 ,65.69 ,65.69 ,59.60 ,117.72 ,57.21 ,83.31 ,90.46 ,forward
55.52 ,-40.83 ,708.55 ,70.05 ,66.39 ,170.40 ,65.74 ,65.74 ,55.61 ,127.28 ,57.31 ,85.29 ,85.68 ,forward
55.87 ,-36.69 ,705.56 ,69.90 ,66.81 ,171.44 ,66.56 ,66.56 ,58.55 ,118.25 ,54.38 ,85.40 ,92.49 ,forward
54.54 ,-42.71 ,707.50 ,69.83 ,66.49 ,170.65 ,66.75 ,66.75 ,60.63 ,124.38 ,56.13 ,88.67 ,92.56 ,forward
51.41 ,-33.76 ,706.80 ,68.54 ,65.33 ,171.29 ,65.46 ,65.46 ,62.20 ,116.35 ,55.20 ,83.41 ,90.26 ,forward
48.97 ,-37.42 ,717.12 ,67.97 ,64.67 ,171.29 ,64.66 ,64.66 ,57.84 ,119.19 ,53.15 ,81.58 ,88.14 ,forward
50.25 ,-35.69 ,706.80 ,67.08 ,64.21 ,172.09 ,65.09 ,65.09 ,62.26 ,116.51 ,57.80 ,88.76 ,94.74 ,forward
55.45 ,-31.57 ,706.38 ,67.50 ,64.80 ,172.69 ,64.37 ,64.37 ,55.71 ,118.91 ,54.30 ,84.71 ,86.97 ,forward
60.21 ,-33.66 ,699.56 ,67.50 ,64.99 ,173.13 ,64.72 ,64.72 ,60.08 ,121.61 ,54.53 ,84.65 ,88.83 ,forward
57.33 ,-32.41 ,710.00 ,68.03 ,65.45 ,172.89 ,65.43 ,65.43 ,59.08 ,127.11 ,58.15 ,81.70 ,90.50 ,forward
59.80 ,-33.46 ,702.07 ,67.34 ,65.14 ,173.86 ,65.04 ,65.04 ,60.14 ,121.44 ,53.25 ,86.13 ,94.22 ,forward
54.25 ,-28.96 ,702.38 ,67.73 ,65.77 ,174.57 ,65.70 ,65.70 ,60.66 ,117.07 ,54.58 ,80.40 ,90.02 ,forward
56.82 ,-30.37 ,704.52 ,67.67 ,65.48 ,173.94 ,65.43 ,65.43 ,56.74 ,121.24 ,52.08 ,84.19 ,86.86 ,forward
53.09 ,-37.70 ,708.54 ,68.21 ,65.68 ,173.08 ,66.30 ,66.30 ,61.32 ,123.92 ,53.38 ,81.50 ,95.94 ,forward
55.93 ,-29.93 ,704.27 ,66.61 ,64.56 ,174.47 ,64.11 ,64.11 ,62.27 ,126.80 ,55.23 ,89.69 ,90.45 ,forward
55.13 ,-37.28 ,707.37 ,67.67 ,64.98 ,172.68 ,65.38 ,65.38 ,59.86 ,126.28 ,55.80 ,84.05 ,90.51 ,forward
58.68 ,-31.75 ,704.49 ,66.97 ,64.75 ,173.93 ,64.69 ,64.69 ,58.61 ,127.41 ,51.88 ,87.38 ,90.15 ,forward
55.57 ,-35.63 ,703.02 ,67.79 ,65.46 ,173.55 ,65.65 ,65.65 ,60.64 ,121.87 ,54.25 ,89.12 ,88.83 ,forward
57.72 ,-31.76 ,706.04 ,67.06 ,64.53 ,173.04 ,64.72 ,64.72 ,61.89 ,119.70 ,52.96 ,87.28 ,90.83 ,forward
57.87 ,-32.46 ,706.52 ,67.20 ,64.80 ,173.38 ,64.73 ,64.73 ,56.40 ,128.15 ,52.35 ,85.01 ,85.89 ,forward
53.92 ,-38.50 ,709.43 ,67.65 ,64.85 ,172.30 ,65.54 ,65.54 ,59.86 ,123.67 ,52.24 ,85.72 ,91.66 ,forward
63.37 ,-29.76 ,706.18 ,66.05 ,63.66 ,173.33 ,64.03 ,64.03 ,56.12 ,115.40 ,53.01 ,87.62 ,92.30 ,forward
60.82 ,-34.53 ,709.11 ,67.55 ,65.04 ,172.81 ,65.47 ,65.47 ,56.19 ,126.20 ,52.60 ,84.11 ,87.54 ,forward
63.89 ,-30.43 ,704.58 ,67.33 ,65.02 ,173.44 ,64.91 ,64.91 ,58.92 ,116.50 ,55.13 ,80.29 ,93.23 ,forward
82.18 ,-112.27 ,693.64 ,76.02 ,76.02 ,179.73 ,77.79 ,77.79 ,58.12 ,123.25 ,55.80 ,83.92 ,95.34 ,forward
90.88 ,-104.25 ,678.66 ,72.87 ,72.86 ,179.65 ,74.41 ,74.41 ,55.93 ,117.74 ,52.33 ,82.56 ,89.15 ,forward
92.94 ,-109.46 ,692.95 ,71.19 ,71.11 ,177.72 ,73.27 ,73.27 ,57.48 ,119.95 ,55.80 ,82.72 ,86.62 ,forward
106.22 ,-97.52 ,684.70 ,68.22 ,68.10 ,178.17 ,69.34 ,69.34 ,60.91 ,128.22 ,54.85 ,84.26 ,88.50 ,forward
106.24 ,-97.47 ,684.78 ,68.21 ,68.10 ,178.18 ,69.33 ,69.33 ,58.30 ,123.96 ,51.73 ,81.56 ,87.31 ,forward
108.87 ,-96.75 ,686.45 ,67.48 ,67.42 ,179.02 ,68.60 ,68.60 ,61.39 ,119.93 ,53.12 ,81.85 ,90.94 ,forward
110.41 ,-99.42 ,685.73 ,67.12 ,67.15 ,179.57 ,67.96 ,67.96 ,60.45 ,126.05 ,54.97 ,83.33 ,94.11 ,forward
108.80 ,-98.22 ,681.80 ,67.79 ,67.79 ,179.98 ,68.63 ,68.63 ,60.38 ,117.67 ,56.75 ,87.29 ,86.24 ,forward
110.68 ,-99.92 ,680.41 ,66.99 ,66.89 ,178.48 ,67.76 ,67.76 ,60.52 ,115.41 ,56.57 ,86.01 ,88.29 ,forward
110.38 ,-98.46 ,680.55 ,66.74 ,66.58 ,177.65 ,67.60 ,67.60 ,56.02 ,118.22 ,51.85 ,83.42 ,93.06 ,forward
110.38 ,-98.46 ,680.62 ,66.74 ,66.58 ,177.66 ,67.60 ,67.60 ,55.50 ,118.61 ,57.09 ,87.33 ,91.68 ,forward
109.97 ,-96.07 ,680.17 ,66.09 ,65.77 ,174.59 ,67.60 ,67.60 ,62.51 ,126.69 ,57.50 ,80.45 ,88.74 ,forward
107.55 ,-93.41 ,679.41 ,65.74 ,65.46 ,175.16 ,67.36 ,67.36 ,57.18 ,113.97 ,58.03 ,89.36 ,88.13 ,forward
107.69 ,-93.16 ,677.99 ,65.75 ,65.46 ,175.09 ,67.35 ,67.35 ,57.44 ,117.59 ,57.34 ,81.64 ,94.27 ,forward
107.91 ,-92.93 ,677.71 ,65.73 ,65.44 ,175.06 ,67.31 ,67.31 ,55.79 ,127.54 ,54.01 ,83.80 ,89.37 ,forward
108.10 ,-92.94 ,677.61 ,65.72 ,65.43 ,175.06 ,67.29 ,67.29 ,59.76 ,126.70 ,54.68 ,81.27 ,91.33 ,forward
110.15 ,-96.77 ,681.36 ,66.03 ,65.66 ,174.12 ,67.33 ,67.33 ,61.63 ,128.19 ,53.13 ,84.52 ,95.82 ,forward
110.18 ,-96.80 ,681.25 ,66.03 ,65.66 ,174.11 ,67.33 ,67.33 ,56.01 ,116.70 ,56.86 ,83.96 ,94.77 ,forward
110.28 ,-96.99 ,681.62 ,66.03 ,65.66 ,174.14 ,67.33 ,67.33 ,57.61 ,120.94 ,54.78 ,85.25 ,95.58 ,forward
110.29 ,-97.11 ,681.54 ,66.04 ,65.67 ,174.13 ,67.34 ,67.34 ,61.38 ,116.09 ,55.92 ,83.48 ,89.99 ,forward
118.26 ,-118.94 ,710.32 ,66.86 ,67.42 ,175.59 ,65.89 ,65.89 ,58.24 ,125.07 ,56.72 ,81.75 ,85.99 ,forward
114.83 ,-111.84 ,697.61 ,66.75 ,67.04 ,176.16 ,66.85 ,66.85 ,57.10 ,124.34 ,51.75 ,88.30 ,94.76 ,forward
119.03 ,-105.38 ,693.51 ,66.68 ,67.01 ,175.84 ,66.47 ,66.47 ,58.89 ,122.03 ,56.68 ,81.05 ,91.29 ,forward
125.06 ,-97.36 ,689.45 ,65.29 ,65.93 ,173.60 ,65.19 ,65.19 ,56.65 ,119.17 ,55.30 ,88.61 ,87.13 ,forward
125.07 ,-97.36 ,689.46 ,65.29 ,65.93 ,173.61 ,65.19 ,65.19 ,60.51 ,117.46 ,52.55 ,80.88 ,87.61 ,forward
125.08 ,-97.36 ,689.45 ,65.29 ,65.93 ,173.60 ,65.19 ,65.19 ,60.06 ,118.95 ,57.35 ,84.74 ,89.10 ,forward
131.56 ,-97.43 ,685.57 ,65.05 ,65.59 ,173.63 ,65.40 ,65.40 ,61.24 ,120.73 ,58.02 ,88.76 ,93.14 ,forward
128.89 ,-100.71 ,680.02 ,66.40 ,66.95 ,173.25 ,66.52 ,66.52 ,60.17 ,119.98 ,52.94 ,85.63 ,89.45 ,forward
123.32 ,-94.62 ,676.36 ,66.76 ,67.38 ,172.06 ,67.10 ,67.10 ,57.86 ,127.34 ,55.12 ,82.88 ,86.39 ,forward
123.33 ,-94.64 ,676.33 ,66.76 ,67.38 ,172.07 ,67.10 ,67.10 ,57.23 ,128.14 ,55.86 ,81.76 ,94.61 ,forward
125.80 ,-97.57 ,676.64 ,66.81 ,67.43 ,172.35 ,66.87 ,66.87 ,57.58 ,114.01 ,51.94 ,81.54 ,95.81 ,forward
122.98 ,-95.01 ,673.21 ,66.75 ,67.39 ,172.10 ,66.93 ,66.93 ,61.93 ,119.91 ,55.19 ,87.73 ,92.39 ,forward
123.01 ,-94.97 ,673.04 ,66.74 ,67.38 ,172.11 ,66.92 ,66.92 ,61.14 ,124.81 ,56.26 ,88.34 ,92.74 ,forward
122.69 ,-95.53 ,672.08 ,66.80 ,67.45 ,172.09 ,66.93 ,66.93 ,60.66 ,126.16 ,55.33 ,82.97 ,95.16 ,forward
123.26 ,-93.29 ,670.10 ,66.69 ,67.31 ,172.35 ,66.79 ,66.79 ,58.61 ,124.34 ,55.69 ,88.09 ,90.22 ,forward
122.90 ,-94.13 ,667.03 ,65.75 ,66.20 ,174.59 ,65.31 ,65.31 ,58.39 ,113.91 ,53.32 ,83.26 ,86.26 ,forward
122.03 ,-93.98 ,668.31 ,65.46 ,66.01 ,172.80 ,65.80 ,65.80 ,58.21 ,113.90 ,54.83 ,86.96 ,85.85 ,forward
122.04 ,-93.93 ,668.23 ,65.46 ,66.01 ,172.81 ,65.80 ,65.80 ,57.50 ,124.49 ,52.46 ,86.37 ,87.45 ,forward
124.72 ,-96.23 ,669.90 ,65.85 ,66.32 ,173.41 ,65.95 ,65.95 ,57.61 ,127.35 ,57.31 ,80.16 ,93.97 ,forward
124.68 ,-96.23 ,669.65 ,65.86 ,66.32 ,173.41 ,65.96 ,65.96 ,58.53 ,118.79 ,57.26 ,82.97 ,92.74 ,forward
124.68 ,-96.23 ,669.62 ,65.86 ,66.32 ,173.43 ,65.96 ,65.96 ,60.63 ,127.94 ,55.91 ,88.62 ,85.79 ,forward
124.84 ,-94.61 ,665.32 ,66.36 ,66.82 ,173.10 ,66.13 ,66.13 ,59.22 ,124.32 ,53.03 ,86.46 ,91.31 ,forward
124.89 ,-94.64 ,665.52 ,66.35 ,66.82 ,173.09 ,66.13 ,66.13 ,62.13 ,117.68 ,52.51 ,83.87 ,90.98 ,forward
126.09 ,-94.14 ,666.04 ,65.54 ,65.90 ,174.27 ,65.73 ,65.73 ,59.69 ,114.98 ,52.21 ,88.63 ,89.78 ,forward
126.59 ,-96.27 ,669.56 ,65.88 ,66.29 ,174.45 ,65.98 ,65.98 ,60.74 ,124.78 ,57.64 ,82.94 ,86.63 ,forward
127.74 ,-95.09 ,669.54 ,65.92 ,66.36 ,174.10 ,65.86 ,65.86 ,62.45 ,128.03 ,57.19 ,85.79 ,86.55 ,forward
127.61 ,-95.10 ,669.50 ,65.93 ,66.37 ,174.10 ,65.87 ,65.87 ,57.97 ,121.25 ,53.12 ,86.26 ,95.75 ,forward
127.60 ,-94.80 ,668.95 ,65.93 ,66.37 ,174.13 ,65.86 ,65.86 ,61.36 ,124.45 ,53.98 ,86.10 ,87.19 ,forward
128.51 ,-96.27 ,671.45 ,65.67 ,66.13 ,173.82 ,65.77 ,65.77 ,56.83 ,123.91 ,56.54 ,82.41 ,87.14 ,forward
128.98 ,-93.84 ,672.19 ,65.57 ,66.08 ,173.63 ,65.53 ,65.53 ,56.31 ,117.66 ,54.84 ,88.77 ,93.38 ,forward
128.99 ,-93.89 ,672.35 ,65.57 ,66.08 ,173.61 ,65.53 ,65.53 ,58.88 ,115.38 ,57.43 ,87.08 ,86.27 ,forward
128.17 ,-94.24 ,672.13 ,65.82 ,66.34 ,173.46 ,65.78 ,65.78 ,58.60 ,117.17 ,54.50 ,87.71 ,94.64 ,forward
128.21 ,-94.20 ,671.86 ,65.82 ,66.33 ,173.47 ,65.77 ,65.77 ,57.59 ,118.80 ,52.45 ,86.02 ,92.78 ,forward
128.24 ,-93.98 ,671.07 ,65.82 ,66.33 ,173.51 ,65.74 ,65.74 ,58.64 ,126.00 ,52.01 ,84.75 ,86.27 ,forward
128.24 ,-93.99 ,671.08 ,65.82 ,66.33 ,173.50 ,65.75 ,65.75 ,58.30 ,127.15 ,52.74 ,82.16 ,89.09 ,forward
125.76 ,-93.08 ,668.22 ,65.70 ,66.14 ,173.38 ,65.87 ,65.87 ,60.80 ,127.12 ,55.13 ,82.12 ,96.39 ,forward
128.31 ,-94.58 ,672.30 ,65.61 ,66.10 ,173.50 ,65.54 ,65.54 ,57.06 ,118.62 ,57.77 ,85.86 ,96.07 ,forward
128.31 ,-94.55 ,672.29 ,65.61 ,66.10 ,173.50 ,65.54 ,65.54 ,59.99 ,114.31 ,53.55 ,79.93 ,94.08 ,forward
128.29 ,-94.63 ,672.34 ,65.61 ,66.11 ,173.50 ,65.54 ,65.54 ,55.91 ,127.56 ,56.10 ,84.06 ,95.60 ,forward
127.72 ,-96.13 ,673.06 ,65.80 ,66.28 ,173.73 ,65.88 ,65.88 ,62.28 ,122.67 ,54.91 ,85.97 ,91.13 ,forward
129.05 ,-94.11 ,672.31 ,65.42 ,65.89 ,173.55 ,65.46 ,65.46 ,60.48 ,115.16 ,53.49 ,83.59 ,92.44 ,forward
129.00 ,-95.36 ,674.70 ,65.46 ,65.95 ,173.58 ,65.47 ,65.47 ,61.61 ,124.92 ,54.24 ,81.58 ,92.30 ,forward
128.35 ,-93.95 ,672.47 ,65.50 ,65.98 ,173.70 ,65.55 ,65.55 ,59.07 ,115.37 ,57.61 ,84.86 ,90.25 ,forward
127.53 ,-97.03 ,670.59 ,65.79 ,66.14 ,174.43 ,66.02 ,66.02 ,61.23 ,114.96 ,57.20 ,89.89 ,86.07 ,forward
126.93 ,-97.11 ,669.30 ,65.82 ,66.17 ,174.49 ,66.09 ,66.09 ,57.01 ,124.18 ,57.63 ,86.10 ,91.53 ,forward
127.71 ,-96.69 ,669.21 ,65.77 ,66.12 ,174.51 ,66.01 ,66.01 ,56.44 ,119.14 ,52.50 ,82.30 ,85.89 ,forward
127.71 ,-96.69 ,669.20 ,65.77 ,66.12 ,174.51 ,66.01 ,66.01 ,55.51 ,115.47 ,54.71 ,83.49 ,88.76 ,forward
127.71 ,-96.70 ,669.23 ,65.77 ,66.12 ,174.51 ,66.01 ,66.01 ,61.61 ,121.00 ,58.21 ,84.66 ,92.42 ,forward
128.74 ,-93.26 ,667.64 ,65.67 ,66.02 ,174.60 ,65.79 ,65.79 ,55.96 ,117.50 ,54.55 ,81.03 ,94.18 ,forward
128.46 ,-95.28 ,671.82 ,65.81 ,66.20 ,174.40 ,65.95 ,65.95 ,60.27 ,124.99 ,53.45 ,85.78 ,89.26 ,forward
129.27 ,-92.39 ,667.69 ,66.51 ,66.93 ,174.02 ,66.28 ,66.28 ,55.71 ,115.64 ,52.45 ,89.65 ,89.57 ,forward
126.95 ,-95.34 ,668.38 ,66.71 ,67.01 ,174.87 ,66.83 ,66.83 ,56.87 ,117.39 ,57.45 ,84.58 ,92.60 ,forward
127.21 ,-94.35 ,665.93 ,66.68 ,66.97 ,175.01 ,66.79 ,66.79 ,56.73 ,126.49 ,53.97 ,85.97 ,86.37 ,forward
127.02 ,-93.58 ,664.89 ,66.53 ,66.74 ,175.79 ,66.72 ,66.72 ,56.52 ,127.09 ,53.46 ,85.06 ,95.39 ,forward
127.01 ,-93.58 ,664.89 ,66.53 ,66.74 ,175.79 ,66.73 ,66.73 ,56.66 ,121.95 ,53.21 ,82.05 ,90.65 ,forward
127.01 ,-93.58 ,664.89 ,66.53 ,66.74 ,175.79 ,66.73 ,66.73 ,62.34 ,114.60 ,52.58 ,85.93 ,95.42 ,forward
127.01 ,-93.58 ,664.89 ,66.53 ,66.74 ,175.79 ,66.73 ,66.73 ,59.56 ,116.06 ,51.83 ,82.96 ,96.32 ,forward
127.01 ,-93.58 ,664.89 ,66.53 ,66.74 ,175.79 ,66.73 ,66.73 ,56.58 ,115.11 ,54.64 ,83.16 ,86.24 ,forward
127.01 ,-93.58 ,664.89 ,66.53 ,66.74 ,175.79 ,66.73 ,66.73 ,56.42 ,119.92 ,56.02 ,85.81 ,88.10 ,forward
127.00 ,-94.21 ,662.67 ,66.72 ,66.86 ,176.97 ,67.03 ,67.03 ,56.45 ,118.89 ,56.85 ,84.58 ,94.59 ,forward
126.99 ,-94.21 ,662.68 ,66.72 ,66.86 ,176.97 ,67.03 ,67.03 ,56.72 ,124.19 ,54.86 ,87.93 ,86.83 ,forward
126.33 ,-94.31 ,661.99 ,66.88 ,67.00 ,176.91 ,67.21 ,67.21 ,61.30 ,126.55 ,53.12 ,85.04 ,90.59 ,forward
126.35 ,-94.32 ,663.67 ,66.89 ,67.01 ,176.82 ,67.18 ,67.18 ,58.23 ,127.08 ,55.42 ,83.89 ,88.72 ,forward
125.85 ,-92.21 ,660.19 ,66.82 ,66.92 ,177.07 ,67.16 ,67.16 ,59.22 ,122.00 ,52.03 ,90.07 ,90.42 ,forward
127.20 ,-93.52 ,662.85 ,66.76 ,66.87 ,176.91 ,67.07 ,67.07 ,57.64 ,124.18 ,57.18 ,80.28 ,91.80 ,forward
127.20 ,-93.52 ,662.85 ,66.76 ,66.87 ,176.91 ,67.07 ,67.07 ,58.13 ,118.79 ,55.89 ,83.78 ,95.22 ,forward
127.24 ,-93.91 ,661.53 ,66.06 ,66.09 ,178.76 ,66.87 ,66.87 ,60.88 ,120.29 ,56.91 ,88.96 ,95.25 ,forward
127.05 ,-92.30 ,659.31 ,66.04 ,66.07 ,178.91 ,66.81 ,66.81 ,61.44 ,124.73 ,56.98 ,86.21 ,88.35 ,forward
126.33 ,-95.16 ,660.08 ,66.06 ,66.10 ,178.90 ,66.96 ,66.96 ,58.32 ,127.92 ,53.34 ,82.88 ,88.51 ,forward
126.45 ,-95.31 ,660.21 ,66.05 ,66.09 ,178.89 ,66.95 ,66.95 ,60.56 ,115.43 ,52.34 ,88.92 ,90.78 ,forward
123.20 ,-34.02 ,594.75 ,74.16 ,73.86 ,178.02 ,72.59 ,72.59 ,57.58 ,124.56 ,58.18 ,82.64 ,94.10 ,forward
129.04 ,-31.99 ,620.61 ,71.23 ,72.83 ,173.12 ,68.73 ,68.73 ,56.19 ,120.44 ,57.66 ,80.03 ,86.16 ,forward
122.52 ,-51.52 ,644.21 ,70.75 ,72.66 ,173.77 ,63.67 ,63.67 ,55.82 ,121.59 ,56.48 ,85.79 ,88.71 ,forward
99.01 ,-65.62 ,594.40 ,69.86 ,71.14 ,175.48 ,63.99 ,63.99 ,57.35 ,120.71 ,52.99 ,83.26 ,90.90 ,forward
82.59 ,-90.28 ,599.23 ,98.57 ,97.57 ,176.39 ,93.83 ,93.83 ,57.81 ,127.30 ,56.58 ,87.42 ,87.18 ,forward
83.30 ,-82.71 ,602.74 ,98.51 ,97.38 ,175.89 ,93.38 ,93.38 ,58.05 ,116.73 ,57.67 ,81.16 ,94.81 ,forward
78.24 ,-82.98 ,595.43 ,99.04 ,97.85 ,175.63 ,93.91 ,93.91 ,56.64 ,128.09 ,54.16 ,81.99 ,95.29 ,forward
87.03 ,-76.09 ,602.79 ,89.46 ,87.78 ,172.63 ,83.43 ,83.43 ,56.41 ,125.63 ,51.94 ,83.98 ,88.68 ,forward
101.07 ,-78.78 ,603.05 ,87.29 ,85.81 ,173.24 ,81.11 ,81.11 ,58.73 ,121.44 ,55.59 ,89.09 ,91.48 ,forward
99.49 ,-81.68 ,604.93 ,87.49 ,86.02 ,173.37 ,81.22 ,81.22 ,59.75 ,120.98 ,58.04 ,82.59 ,89.38 ,forward
93.55 ,-84.78 ,603.50 ,87.89 ,86.46 ,173.55 ,81.96 ,81.96 ,56.58 ,128.23 ,53.17 ,88.29 ,85.95 ,forward
92.98 ,-86.92 ,609.93 ,84.61 ,83.17 ,171.98 ,79.29 ,79.29 ,59.79 ,127.54 ,57.37 ,82.65 ,88.89 ,forward
83.02 ,-94.55 ,582.01 ,86.04 ,84.70 ,171.72 ,81.65 ,81.65 ,56.73 ,125.91 ,54.52 ,80.88 ,92.33 ,forward
84.20 ,-87.65 ,610.84 ,81.65 ,79.86 ,171.26 ,75.67 ,75.67 ,60.00 ,127.60 ,55.21 ,84.69 ,95.85 ,forward
78.34 ,-82.60 ,605.16 ,81.88 ,80.03 ,170.92 ,75.87 ,75.87 ,60.00 ,120.28 ,51.84 ,80.69 ,87.25 ,forward
86.63 ,-91.09 ,612.21 ,77.36 ,76.22 ,173.69 ,73.92 ,73.92 ,62.15 ,116.98 ,54.23 ,81.14 ,91.47 ,forward
95.63 ,-95.63 ,607.17 ,74.68 ,73.77 ,174.45 ,72.01 ,72.01 ,58.56 ,121.49 ,52.48 ,87.72 ,87.94 ,forward
88.31 ,-78.82 ,615.33 ,77.22 ,76.75 ,176.03 ,74.75 ,74.75 ,60.71 ,119.09 ,57.14 ,83.98 ,90.63 ,forward
86.50 ,-81.00 ,615.49 ,77.36 ,76.90 ,176.09 ,75.14 ,75.14 ,58.60 ,126.01 ,53.24 ,84.84 ,94.05 ,forward
80.84 ,-88.35 ,617.24 ,77.82 ,77.39 ,176.41 ,76.12 ,76.12 ,61.39 ,123.97 ,57.40 ,81.63 ,89.39 ,forward
78.61 ,-84.08 ,620.17 ,77.95 ,77.51 ,176.33 ,76.05 ,76.05 ,59.08 ,127.23 ,56.89 ,89.00 ,90.39 ,forward
80.12 ,-82.94 ,619.28 ,77.88 ,77.43 ,176.25 ,75.90 ,75.90 ,59.48 ,127.37 ,54.75 ,87.64 ,90.64 ,forward
79.44 ,-82.23 ,618.25 ,77.92 ,77.47 ,176.21 ,75.94 ,75.94 ,60.33 ,127.07 ,54.19 ,80.05 ,95.74 ,forward
71.16 ,-94.17 ,632.73 ,79.29 ,78.92 ,177.28 ,76.91 ,76.91 ,62.48 ,123.42 ,54.74 ,81.93 ,86.69 ,forward
73.17 ,-105.46 ,632.69 ,80.23 ,79.94 ,177.92 ,77.97 ,77.97 ,57.84 ,121.45 ,54.41 ,80.02 ,95.88 ,forward
75.68 ,-106.00 ,631.18 ,82.28 ,81.97 ,177.80 ,79.87 ,79.87 ,59.14 ,124.30 ,52.76 ,82.83 ,89.71 ,forward
63.80 ,-97.46 ,629.86 ,82.52 ,82.27 ,178.40 ,79.21 ,79.21 ,59.59 ,124.54 ,55.99 ,85.87 ,90.42 ,forward
62.79 ,-103.37 ,620.09 ,82.24 ,81.78 ,177.02 ,79.21 ,79.21 ,60.87 ,113.98 ,56.69 ,85.36 ,94.10 ,forward
70.57 ,-104.26 ,618.87 ,82.70 ,82.47 ,178.33 ,80.82 ,80.82 ,57.95 ,117.16 ,58.07 ,81.76 ,90.75 ,forward
72.39 ,-102.19 ,622.26 ,82.61 ,82.38 ,178.41 ,80.68 ,80.68 ,57.94 ,125.51 ,55.23 ,89.14 ,92.73 ,forward
72.23 ,-101.88 ,622.20 ,82.62 ,82.40 ,178.43 ,80.70 ,80.70 ,56.75 ,117.04 ,53.37 ,86.96 ,87.30 ,forward
71.56 ,-104.91 ,624.11 ,82.70 ,82.50 ,178.58 ,80.86 ,80.86 ,61.36 ,115.70 ,54.21 ,84.69 ,95.09 ,forward
71.11 ,-104.90 ,625.89 ,82.76 ,82.57 ,178.71 ,80.97 ,80.97 ,61.02 ,124.81 ,57.57 ,80.43 ,86.40 ,forward
73.29 ,-103.79 ,627.20 ,82.64 ,82.45 ,178.69 ,80.81 ,80.81 ,60.51 ,122.32 ,55.77 ,84.58 ,93.28 ,forward
76.77 ,-104.32 ,635.44 ,84.45 ,84.49 ,179.69 ,82.77 ,82.77 ,57.58 ,127.34 ,58.18 ,82.99 ,86.94 ,forward
68.94 ,-99.30 ,630.70 ,85.49 ,85.50 ,179.88 ,82.56 ,82.56 ,56.21 ,122.33 ,54.57 ,82.16 ,93.47 ,forward
66.20 ,-93.79 ,632.47 ,83.86 ,83.76 ,179.46 ,80.24 ,80.24 ,61.88 ,116.33 ,55.16 ,87.77 ,96.35 ,forward
70.98 ,-100.86 ,629.97 ,84.90 ,84.58 ,178.16 ,82.08 ,82.08 ,58.95 ,120.90 ,57.60 ,86.84 ,86.55 ,forward
77.06 ,-109.81 ,633.82 ,84.24 ,83.91 ,178.22 ,81.32 ,81.32 ,55.58 ,118.02 ,52.02 ,84.48 ,94.21 ,forward
77.52 ,-104.42 ,634.94 ,83.36 ,83.07 ,178.48 ,80.21 ,80.21 ,57.79 ,121.50 ,56.66 ,83.30 ,94.07 ,forward
69.35 ,-107.71 ,638.53 ,84.33 ,84.06 ,178.61 ,81.20 ,81.20 ,56.95 ,117.44 ,56.09 ,83.26 ,86.19 ,forward
73.80 ,-119.04 ,628.59 ,84.49 ,84.13 ,178.00 ,81.53 ,81.53 ,55.59 ,127.77 ,55.15 ,81.16 ,91.40 ,forward
72.95 ,-103.50 ,631.56 ,82.27 ,82.12 ,179.25 ,79.19 ,79.19 ,58.52 ,126.63 ,53.50 ,85.95 ,93.74 ,forward
75.78 ,-98.91 ,636.40 ,82.06 ,81.90 ,179.20 ,78.79 ,78.79 ,57.09 ,127.91 ,52.92 ,88.11 ,86.87 ,forward
73.26 ,-107.39 ,637.87 ,82.02 ,81.51 ,177.38 ,78.57 ,78.57 ,57.96 ,119.51 ,55.44 ,89.15 ,90.80 ,forward
